date,name,handle,followerCount,status,error
2026-04-30,0x,0xProject,274039,success,
2026-04-30,Agora,withAUSD,21201,success,
2026-04-30,AZEx,azex_io,26968,success,
2026-04-30,Aarna,aarnasays,11645,success,
2026-04-30,Accountable,AccountableData,62006,success,
2026-04-30,Across Protocol,AcrossProtocol,105347,success,
2026-04-30,Acurast,Acurast,123340,success,
2026-04-30,AethonSwap,AethonSwap,6330,success,
2026-04-30,Alchemy,Alchemy,107750,success,
2026-04-30,AllDomains,alldomains,0,error,No data
2026-04-30,Allium,AlliumLabs,12045,success,
2026-04-30,Ambient,ambient_finance,93704,success,
2026-04-30,Ambire,ambirewallet,141,success,
2026-04-30,Amertis,AmertisExchange,6376,success,
2026-04-30,Ammalgam,Ammalgam,28596,success,
2026-04-30,ApeBond,apebond,392094,success,
2026-04-30,Apriori,apriori,198766,success,
2026-04-30,Atlantis,atlantisdex_xyz,15307,success,
2026-04-30,Atomic Wallet,atomicwallet,124624,success,
2026-04-30,Azaar,AzaarExchange,2285,success,
2026-04-30,Backpack,Backpack,317239,success,
2026-04-30,Balancer,Balancer,154132,success,
2026-04-30,Band Protocol,BandProtocol,141894,success,
2026-04-30,Bean Exchange,Bean_DEX,74221,success,
2026-04-30,Bebop,bebop_dex,60902,success,
2026-04-30,Biconomy,biconomy,117781,success,
2026-04-30,Bima,bimabtc,145426,success,
2026-04-30,Birdeye,birdeye_so,76619,success,
2026-04-30,Birdeye Data Services,birdeye_data,1427,success,
2026-04-30,Bitget Wallet,BitgetWallet,2961246,success,
2026-04-30,Blazpay,blazpaylabs,356465,success,
2026-04-30,BlockStreet,blockst_hq,86199,success,
2026-04-30,BlockVision,blockvisionhq,105764,success,
2026-04-30,Blockdaemon,BlockdaemonHQ,16750,success,
2026-04-30,Blocklive,blocklive_,1294,success,
2026-04-30,Breath of Estova,BreathOfEstova,29156,success,
2026-04-30,Buzzing App,BuzzingApp,11,success,
2026-04-30,Bybit Web3 Wallet,Bybit_Web3,0,error,User not found
2026-04-30,CPLX,cplx_io,1037,success,
2026-04-30,CULT,cultdottrade,119677,success,
2026-04-30,Caddy Finance,caddyfi,5806,success,
2026-04-30,Capa,capa_fi,2149,success,
2026-04-30,Castora,Castora_xyz,10428,success,
2026-04-30,Catton AI,Cattontw,86371,success,
2026-04-30,Celeris,0xCeleris,715,success,
2026-04-30,Chainbase,ChainbaseHQ,419098,success,
2026-04-30,Chainlink,chainlink,1395995,success,
2026-04-30,Chainsight,Chainsight_,15419,success,
2026-04-30,Chronicle,ChronicleLabs,11515,success,
2026-04-30,Clober,CloberDEX,32213,success,
2026-04-30,CoNFT,ConftApp,136865,success,
2026-04-30,Codex,trycodex,1250,success,
2026-04-30,Coin98 AI Wallet,coin98_wallet,546528,success,
2026-04-30,Covenant,covenantFi,4627,success,
2026-04-30,Crust Finance,CrustFinance,5065,success,
2026-04-30,Crystal,CrystalExch,36174,success,
2026-04-30,Cult Markets,cultmarkets,96,success,
2026-04-30,Curvance,Curvance,119981,success,
2026-04-30,Cycle Network,cyclenetwork_GO,260887,success,
2026-04-30,Cyferio,cyferio_labs,90,success,
2026-04-30,DAU Cards,DAUCards,6088,success,
2026-04-30,DRKVRS,drkvrs,22091,success,
2026-04-30,DRPC,drpcorg,10244,success,
2026-04-30,DashX,dashxhq,1609,success,
2026-04-30,Defined,definedfi,13572,success,
2026-04-30,Demask Finance,demaskfinance,0,error,No data
2026-04-30,Dialect,saydialect,65529,success,
2026-04-30,Diffuse,DiffuseFi,507,success,
2026-04-30,Dirol Protocol,DirolProtocol,7844,success,
2026-04-30,DiscoCats,mydiscocats,1,success,
2026-04-30,Doppler Finance,dopplerprotocol,5490,success,
2026-04-30,Drake,DrakeExchange,42042,success,
2026-04-30,Dune Analytics,Dune,346418,success,
2026-04-30,Dusted,dusted_app,94,success,
2026-04-30,Dynamic,dynamic_xyz,17947,success,
2026-04-30,Dyson Finance,DysonFinance,52063,success,
2026-04-30,ELFi Protocol,ELFiProtocol,12614,success,
2026-04-30,EOracle,EO_Network,38588,success,
2026-04-30,Eisen Finance,EisenLabs,6126,success,
2026-04-30,Enjoyoors,enjoyoorsxyz,22808,success,
2026-04-30,Entangle,Entanglefi,0,error,No data
2026-04-30,Envio,envio_indexer,4171,success,
2026-04-30,Euclid Protocol,EuclidProtocol,108728,success,
2026-04-30,Euler,eulerfinance,72002,success,
2026-04-30,FUKU,Fuku_nad,1802,success,
2026-04-30,FWX,fwxfinance,87978,success,
2026-04-30,Fans3 AI,Fans3_AI,6320,success,
2026-04-30,Farcaster,farcaster_xyz,230066,success,
2026-04-30,FastLane,0xFastLane,35488,success,
2026-04-30,Fiamma,fiamma_labs,0,error,User not found
2026-04-30,Fizen.io,fizenapp,91728,success,
2026-04-30,Flap,flapdotsh,75823,success,
2026-04-30,Flipside Crypto,flipsidecrypto,62899,success,
2026-04-30,Folks Finance,FolksFinance,128239,success,
2026-04-30,Fonbnk,fonbnk1,4659,success,
2026-04-30,Fortytwo,fortytwo,0,error,No data
2026-04-30,FoxWallet,FoxWallet,162626,success,
2026-04-30,GM Agents,GMAgents_AI,258282,success,
2026-04-30,Garden,gardenfi,10529,success,
2026-04-30,Gasp,Gasp_xyz,77462,success,
2026-04-30,Gateway,Gateway_xyz,10,success,
2026-04-30,Gearbox Protocol,GearboxProtocol,54565,success,
2026-04-30,Gelato,gelatonetwork,67674,success,
2026-04-30,Ghost,0xGhostLogs,4729,success,
2026-04-30,Gifted.art,gifteddotart,573,success,
2026-04-30,GoPlus,goplussecurity,451325,success,
2026-04-30,Covalent,Covalent_HQ,239741,success,
2026-04-30,Golden Goose,GoldenGoose_app,61455,success,
2026-04-30,Goldsky,goldskyio,11420,success,
2026-04-30,Gorillionaire,gorillionaireai,1366,success,
2026-04-30,HaHa Wallet,haha_app,153873,success,
2026-04-30,Hashflow,hashflow,178068,success,
2026-04-30,Hawk Terminal,hawkterminal_HQ,6589,success,
2026-04-30,Hemera,HemeraProtocol,101094,success,
2026-04-30,Henry Labs,henrylabs,126817,success,
2026-04-30,Hive,Hive_Monad,576,success,
2026-04-30,Hyperlane,hyperlane,127230,success,
2026-04-30,INFINIT,infinit_labs,76850,success,
