date,name,handle,followerCount,status,error
2026-01-24,0x,0xProject,273566,success,
2026-01-24,Agora,withAUSD,21405,success,
2026-01-24,AZEx,azex_io,27931,success,
2026-01-24,Aarna,aarnasays,11497,success,
2026-01-24,Accountable,AccountableData,63584,success,
2026-01-24,Across Protocol,AcrossProtocol,120991,success,
2026-01-24,Acurast,Acurast,135222,success,
2026-01-24,AethonSwap,AethonSwap,6808,success,
2026-01-24,Alchemy,Alchemy,105917,success,
2026-01-24,AllDomains,alldomains,141587,success,
2026-01-24,Allium,AlliumLabs,8902,success,
2026-01-24,Ambient,ambient_finance,95690,success,
2026-01-24,Ambire,ambirewallet,131,success,
2026-01-24,Amertis,AmertisExchange,6782,success,
2026-01-24,Ammalgam,Ammalgam,30010,success,
2026-01-24,ApeBond,apebond,391156,success,
2026-01-24,Apriori,apriori,209663,success,
2026-01-24,Atlantis,atlantisdex_xyz,15954,success,
2026-01-24,Atomic Wallet,atomicwallet,125562,success,
2026-01-24,Azaar,AzaarExchange,2411,success,
2026-01-24,Backpack,Backpack,312005,success,
2026-01-24,Balancer,Balancer,154737,success,
2026-01-24,Band Protocol,BandProtocol,143240,success,
2026-01-24,Bean Exchange,Bean_DEX,78062,success,
2026-01-24,Bebop,bebop_dex,61974,success,
2026-01-24,Biconomy,biconomy,118857,success,
2026-01-24,Bima,bimabtc,151536,success,
2026-01-24,Birdeye,birdeye_so,76218,success,
2026-01-24,Birdeye Data Services,birdeye_data,689,success,
2026-01-24,Bitget Wallet,BitgetWallet,2993357,success,
2026-01-24,Blazpay,blazpaylabs,363821,success,
2026-01-24,BlockStreet,blockst_hq,61950,success,
2026-01-24,BlockVision,blockvisionhq,109613,success,
2026-01-24,Blockdaemon,BlockdaemonHQ,16607,success,
2026-01-24,Blocklive,blocklive_,1336,success,
2026-01-24,Breath of Estova,BreathOfEstova,30931,success,
2026-01-24,Buzzing App,BuzzingApp,8787,success,
2026-01-24,Bybit Web3 Wallet,Bybit_Web3,0,error,User not found
2026-01-24,CPLX,cplx_io,658,success,
2026-01-24,CULT,cultdottrade,125792,success,
2026-01-24,Caddy Finance,caddyfi,6047,success,
2026-01-24,Capa,capa_fi,2165,success,
2026-01-24,Castora,Castora_xyz,10930,success,
2026-01-24,Catton AI,Cattontw,87683,success,
2026-01-24,Celeris,0xCeleris,770,success,
2026-01-24,Chainbase,ChainbaseHQ,434213,success,
2026-01-24,Chainlink,chainlink,1387386,success,
2026-01-24,Chainsight,Chainsight_,15837,success,
2026-01-24,Chronicle,ChronicleLabs,11589,success,
2026-01-24,Clober,CloberDEX,33529,success,
2026-01-24,CoNFT,ConftApp,143466,success,
2026-01-24,Codex,trycodex,1082,success,
2026-01-24,Coin98 AI Wallet,coin98_wallet,551754,success,
